string_interactions
#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CSF2,EPO,9606.ENSP00000296871,9606.ENSP00000252723,0,0,0,0,0,0,0,0.876,0.876
CSF2,PDGFRA,9606.ENSP00000296871,9606.ENSP00000257290,0,0,0,0,0.042,0,0.650,0.317,0.750
CSF2,PDGFRB,9606.ENSP00000296871,9606.ENSP00000261799,0,0,0,0,0,0,0.650,0.519,0.824
CSF2,IL12RB2,9606.ENSP00000296871,9606.ENSP00000262345,0,0,0,0,0.049,0,0.650,0.399,0.782
CSF2,CREBBP,9606.ENSP00000296871,9606.ENSP00000262367,0,0,0,0,0,0,0.500,0.199,0.582
CSF2,PIK3R3,9606.ENSP00000296871,9606.ENSP00000262741,0,0,0,0,0,0,0.400,0.068,0.416
CSF2,IL27RA,9606.ENSP00000296871,9606.ENSP00000263379,0,0,0,0,0.042,0,0.650,0.305,0.746
CSF2,IL7,9606.ENSP00000296871,9606.ENSP00000263851,0,0,0,0,0.085,0,0,0.907,0.911
CSF2,STAM2,9606.ENSP00000296871,9606.ENSP00000263904,0,0,0,0,0,0,0,0.474,0.474
CSF2,PIK3CA,9606.ENSP00000296871,9606.ENSP00000263967,0,0,0,0,0,0,0.400,0.223,0.513
CSF2,IL11,9606.ENSP00000296871,9606.ENSP00000264563,0,0,0,0,0.200,0,0,0.663,0.718
CSF2,STAT3,9606.ENSP00000296871,9606.ENSP00000264657,0,0,0,0,0,0,0.500,0.715,0.851
CSF2,EGF,9606.ENSP00000296871,9606.ENSP00000265171,0,0,0,0,0,0,0,0.891,0.891
CSF2,IFNAR1,9606.ENSP00000296871,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.505,0.819
CSF2,IL22RA1,9606.ENSP00000296871,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.561,0.839
CSF2,OSMR,9606.ENSP00000296871,9606.ENSP00000274276,0,0,0,0,0.044,0,0.650,0.165,0.696
CSF2,IL9,9606.ENSP00000296871,9606.ENSP00000274520,0,0,0,0,0.145,0,0,0.822,0.841
CSF2,EGFR,9606.ENSP00000296871,9606.ENSP00000275493,0,0,0,0,0.042,0,0.650,0.569,0.842
CSF2,IFNA1,9606.ENSP00000296871,9606.ENSP00000276927,0,0,0,0,0.048,0,0,0.850,0.851
CSF2,CSF1R,9606.ENSP00000296871,9606.ENSP00000286301,0,0,0,0,0,0,0,0.974,0.974
CSF2,IL10RB,9606.ENSP00000296871,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.323,0.752
CSF2,STAT5B,9606.ENSP00000296871,9606.ENSP00000293328,0,0,0,0,0,0,0.500,0.877,0.935
CSF2,IL15,9606.ENSP00000296871,9606.ENSP00000296545,0,0,0,0,0.049,0,0,0.848,0.849
CSF2,IL3,9606.ENSP00000296871,9606.ENSP00000296870,0,0,0,0,0.202,0,0.400,0.998,0.998
CSF2,SOS 1,9606.ENSP00000296871,9606.ENSP00000384675,0,0,0,0,0,0,0.400,0.176,0.484
CSF2,MYC,9606.ENSP00000296871,9606.ENSP00000478887,0,0,0,0,0.042,0,0,0.507,0.507
CSF2,IL17D,9606.ENSP00000296871,9606.ENSP00000302924,0,0,0,0,0,0,0,0.530,0.530
CSF2,PRKACA,9606.ENSP00000296871,9606.ENSP00000309591,0,0,0,0,0,0,0.400,0.272,0.544
CSF2,GRB2,9606.ENSP00000296871,9606.ENSP00000376345,0,0,0,0,0,0,0.400,0.293,0.557
CSF2,IL12A,9606.ENSP00000296871,9606.ENSP00000303231,0,0,0,0,0.125,0,0.400,0.239,0.566
CSF2,STAT6,9606.ENSP00000296871,9606.ENSP00000300134,0,0,0,0,0,0,0,0.606,0.606
CSF2,FOS,9606.ENSP00000296871,9606.ENSP00000306245,0,0,0,0,0.098,0,0,0.658,0.678
CSF2,IL22RA2,9606.ENSP00000296871,9606.ENSP00000296980,0,0,0,0,0.047,0,0.650,0.194,0.707
CSF2,JAK1,9606.ENSP00000296871,9606.ENSP00000499900,0,0,0,0,0,0,0.400,0.580,0.737
CSF2,FASLG,9606.ENSP00000296871,9606.ENSP00000356694,0,0,0,0,0.079,0,0,0.728,0.738
CSF2,IL6ST,9606.ENSP00000296871,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.325,0.753
CSF2,IFNGR1,9606.ENSP00000296871,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.406,0.783
CSF2,IL20RA,9606.ENSP00000296871,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.488,0.813
CSF2,IL13,9606.ENSP00000296871,9606.ENSP00000304915,0,0,0,0,0.204,0,0,0.921,0.934
CSF2,IL5RA,9606.ENSP00000296871,9606.ENSP00000412209,0,0,0,0,0.043,0,0.650,0.937,0.977
CSF3,TNFRSF1A,9606.ENSP00000225474,9606.ENSP00000162749,0,0,0,0,0,0,0,0.464,0.464
CSF3,OSM,9606.ENSP00000225474,9606.ENSP00000215781,0,0,0,0,0.083,0,0,0.676,0.690
CSF3,IL2RB,9606.ENSP00000225474,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0.185,0.702
CSF3,EPOR,9606.ENSP00000225474,9606.ENSP00000222139,0,0,0,0,0,0,0.650,0.624,0.862
CSF3,STAT6,9606.ENSP00000225474,9606.ENSP00000300134,0,0,0,0,0,0,0,0.409,0.409
CSF3,FOS,9606.ENSP00000225474,9606.ENSP00000306245,0,0,0,0,0.087,0,0,0.387,0.416
CSF3,MYC,9606.ENSP00000225474,9606.ENSP00000478887,0,0,0,0,0.042,0,0,0.419,0.419
CSF3,FASLG,9606.ENSP00000225474,9606.ENSP00000356694,0,0,0,0,0.055,0,0,0.474,0.481
CSF3,IL12A,9606.ENSP00000225474,9606.ENSP00000303231,0,0,0,0,0.114,0,0.400,0.104,0.482
CSF3,IFNA7,9606.ENSP00000225474,9606.ENSP00000239347,0,0,0,0,0,0,0,0.506,0.506
CSF3,NFKB1,9606.ENSP00000225474,9606.ENSP00000226574,0,0,0,0,0.056,0.111,0,0.508,0.551
CSF3,IL23A,9606.ENSP00000225474,9606.ENSP00000228534,0,0,0,0,0.064,0,0,0.562,0.572
CSF3,GRB2,9606.ENSP00000225474,9606.ENSP00000376345,0,0,0,0,0,0,0.500,0.199,0.582
CSF3,IL12B,9606.ENSP00000225474,9606.ENSP00000231228,0,0,0,0,0.162,0,0.400,0.318,0.627
CSF3,IL9R,9606.ENSP00000225474,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0.105,0.673
CSF3,IL20RA,9606.ENSP00000225474,9606.ENSP00000314976,0,0,0,0,0.042,0,0.650,0.108,0.674
CSF3,IL22RA2,9606.ENSP00000225474,9606.ENSP00000296980,0,0,0,0,0.042,0,0.650,0.122,0.679
CSF3,IFNA1,9606.ENSP00000225474,9606.ENSP00000276927,0,0,0,0,0.042,0,0,0.697,0.697
CSF3,IL27RA,9606.ENSP00000225474,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.187,0.703
CSF3,OSMR,9606.ENSP00000225474,9606.ENSP00000274276,0,0,0,0,0.044,0,0.650,0.189,0.704
CSF3,IL11,9606.ENSP00000225474,9606.ENSP00000264563,0,0,0,0,0.169,0,0,0.665,0.709
CSF3,IL12RB2,9606.ENSP00000225474,9606.ENSP00000262345,0,0,0,0,0.043,0,0.650,0.220,0.715
CSF3,IL22RA1,9606.ENSP00000225474,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.250,0.726
CSF3,IL10RB,9606.ENSP00000225474,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.257,0.728
CSF3,IL10RA,9606.ENSP00000225474,9606.ENSP00000227752,0,0,0,0,0.042,0,0.650,0.295,0.742
CSF3,STAT5B,9606.ENSP00000225474,9606.ENSP00000293328,0,0,0,0,0,0,0.500,0.511,0.745
CSF3,IFNAR1,9606.ENSP00000225474,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.318,0.751
CSF3,PDGFRA,9606.ENSP00000225474,9606.ENSP00000257290,0,0,0,0,0.087,0,0.650,0.292,0.754
CSF3,PDGFRB,9606.ENSP00000225474,9606.ENSP00000261799,0,0,0,0,0.059,0,0.650,0.325,0.758
CSF3,IL5RA,9606.ENSP00000225474,9606.ENSP00000412209,0,0,0.253,0,0,0,0.650,0.209,0.775
CSF3,IL15,9606.ENSP00000225474,9606.ENSP00000296545,0,0,0,0,0.042,0,0,0.787,0.787
CSF3,LIF,9606.ENSP00000225474,9606.ENSP00000249075,0,0,0,0,0.220,0,0.400,0.588,0.790
CSF3,IFNGR1,9606.ENSP00000225474,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.429,0.791
CSF3,IL4,9606.ENSP00000225474,9606.ENSP00000231449,0,0,0,0,0.124,0,0,0.801,0.818
CSF3,IL6ST,9606.ENSP00000225474,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.527,0.827
CSF3,IL9,9606.ENSP00000225474,9606.ENSP00000274520,0,0,0,0,0.113,0,0,0.812,0.827
CSF3,IL13,9606.ENSP00000225474,9606.ENSP00000304915,0,0,0,0,0.146,0,0,0.814,0.834
CSF3,IL5,9606.ENSP00000225474,9606.ENSP00000231454,0,0,0,0,0.121,0,0,0.827,0.842
CSF3,EGFR,9606.ENSP00000225474,9606.ENSP00000275493,0,0,0,0,0.042,0,0.650,0.610,0.857
CSF3,CSF1R,9606.ENSP00000225474,9606.ENSP00000286301,0,0,0,0,0,0,0,0.873,0.873
CSF3,IL7,9606.ENSP00000225474,9606.ENSP00000263851,0,0,0,0,0.059,0,0,0.877,0.880
CSF3,JAK1,9606.ENSP00000225474,9606.ENSP00000499900,0,0,0,0,0,0,0.650,0.696,0.889
CSF3,STAT3,9606.ENSP00000225474,9606.ENSP00000264657,0,0,0,0,0,0,0.500,0.840,0.916
CSF3,PRL,9606.ENSP00000225474,9606.ENSP00000302150,0,0,0,0,0,0,0.900,0.336,0.930
CSF3,EGF,9606.ENSP00000225474,9606.ENSP00000265171,0,0,0,0,0,0,0,0.957,0.957
CSF3,IL2,9606.ENSP00000225474,9606.ENSP00000226730,0,0,0,0,0.106,0,0,0.960,0.962
CSF3,IL3,9606.ENSP00000225474,9606.ENSP00000296870,0,0,0,0,0.124,0,0,0.961,0.964
CSF3,IFNG,9606.ENSP00000225474,9606.ENSP00000229135,0,0,0,0,0.098,0,0,0.988,0.989
CSF3,EPO,9606.ENSP00000225474,9606.ENSP00000252723,0,0,0,0,0.084,0,0.900,0.909,0.990
CSF3,CSF2,9606.ENSP00000225474,9606.ENSP00000296871,0,0,0,0,0.400,0,0.400,0.998,0.999
CTF1,OSM,9606.ENSP00000279804,9606.ENSP00000215781,0,0,0,0,0,0,0.500,0.866,0.930
CTF1,IL2RB,9606.ENSP00000279804,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0,0.650
CTF1,EPOR,9606.ENSP00000279804,9606.ENSP00000222139,0,0,0,0,0.049,0,0.650,0.117,0.680
CTF1,IL10RA,9606.ENSP00000279804,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.125,0.680
CTF1,IL9R,9606.ENSP00000279804,9606.ENSP00000244174,0,0,0,0,0.073,0,0.650,0,0.661
CTF1,LIF,9606.ENSP00000279804,9606.ENSP00000249075,0,0,0,0,0.042,0,0.500,0.855,0.924
CTF1,PDGFRA,9606.ENSP00000279804,9606.ENSP00000257290,0,0,0,0,0.042,0,0.650,0.129,0.682
CTF1,PDGFRB,9606.ENSP00000279804,9606.ENSP00000261799,0,0,0,0,0.048,0,0.650,0.116,0.679
CTF1,IL12RB2,9606.ENSP00000279804,9606.ENSP00000262345,0,0,0.213,0,0,0,0.650,0.191,0.757
CTF1,IL27RA,9606.ENSP00000279804,9606.ENSP00000263379,0,0,0,0,0.042,0,0.650,0.433,0.793
CTF1,IL11,9606.ENSP00000279804,9606.ENSP00000264563,0,0,0,0,0,0,0,0.846,0.846
CTF1,STAT3,9606.ENSP00000279804,9606.ENSP00000264657,0,0,0,0,0,0,0,0.611,0.611
CTF1,IFNAR1,9606.ENSP00000279804,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0,0.650
CTF1,IL22RA1,9606.ENSP00000279804,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.108,0.674
CTF1,OSMR,9606.ENSP00000279804,9606.ENSP00000274276,0,0,0,0,0,0.045,0.650,0.863,0.950
CTF1,EGFR,9606.ENSP00000279804,9606.ENSP00000275493,0,0,0,0,0.047,0,0.650,0.152,0.692
CTF1,IL22RA2,9606.ENSP00000279804,9606.ENSP00000296980,0,0,0,0,0,0,0.650,0.068,0.659
CTF1,IFNGR1,9606.ENSP00000279804,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.088,0.667
CTF1,IL20RA,9606.ENSP00000279804,9606.ENSP00000314976,0,0,0,0,0,0,0.650,0.105,0.673
CTF1,IL5RA,9606.ENSP00000279804,9606.ENSP00000412209,0,0,0,0,0,0,0.650,0.113,0.676
CTF1,JAK1,9606.ENSP00000279804,9606.ENSP00000499900,0,0,0,0,0,0,0.500,0.403,0.688
CTF1,IL10RB,9606.ENSP00000279804,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.149,0.689
CTF1,IL6ST,9606.ENSP00000279804,9606.ENSP00000370698,0,0,0,0,0.043,0,0.900,0.811,0.980
DUSP1,MAPK1,9606.ENSP00000239223,9606.ENSP00000215832,0,0,0,0,0.060,0.828,0.900,0.818,0.996
DUSP1,NFKB1,9606.ENSP00000239223,9606.ENSP00000226574,0,0,0,0,0.085,0.068,0,0.419,0.461
DUSP1,IFNG,9606.ENSP00000239223,9606.ENSP00000229135,0,0,0,0,0.081,0,0,0.419,0.443
DUSP1,STAT3,9606.ENSP00000239223,9606.ENSP00000264657,0,0,0,0,0.083,0,0,0.424,0.450
DUSP1,MAPK8IP3,9606.ENSP00000239223,9606.ENSP00000481780,0,0,0,0,0,0,0,0.461,0.461
DUSP1,CHUK,9606.ENSP00000239223,9606.ENSP00000359424,0,0,0,0,0.055,0.329,0,0.255,0.487
DUSP1,MAP3K14,9606.ENSP00000239223,9606.ENSP00000482657,0,0,0,0,0.056,0.126,0,0.431,0.489
DUSP1,PRKCA,9606.ENSP00000239223,9606.ENSP00000408695,0,0,0,0,0.076,0,0,0.504,0.522
DUSP1,MYC,9606.ENSP00000239223,9606.ENSP00000478887,0,0,0,0,0.097,0.050,0,0.621,0.646
DUSP1,EGFR,9606.ENSP00000239223,9606.ENSP00000275493,0,0,0,0,0.042,0.057,0,0.662,0.668
DUSP1,MAP2K1,9606.ENSP00000239223,9606.ENSP00000302486,0,0,0,0,0.055,0.113,0,0.669,0.699
DUSP1,ATF2,9606.ENSP00000239223,9606.ENSP00000264110,0,0,0,0,0.057,0.331,0,0.619,0.739
DUSP1,FOS,9606.ENSP00000239223,9606.ENSP00000306245,0,0,0,0,0.801,0.130,0,0.795,0.961
DUSP10,MAPK1,9606.ENSP00000355866,9606.ENSP00000215832,0,0,0,0,0.060,0.267,0.650,0.317,0.813
DUSP10,FOS,9606.ENSP00000355866,9606.ENSP00000306245,0,0,0,0,0.094,0.140,0,0.386,0.480
DUSP10,MYC,9606.ENSP00000355866,9606.ENSP00000478887,0,0,0,0,0.056,0.050,0,0.503,0.515
DUSP3,MAPK1,9606.ENSP00000226004,9606.ENSP00000215832,0,0,0,0,0.078,0.613,0.900,0.502,0.979
DUSP3,EGFR,9606.ENSP00000226004,9606.ENSP00000275493,0,0,0,0,0.042,0.303,0,0.217,0.433
DUSP3,PPM1B,9606.ENSP00000226004,9606.ENSP00000282412,0,0,0,0,0.049,0.071,0,0.456,0.478
DUSP3,STAT5B,9606.ENSP00000226004,9606.ENSP00000293328,0,0,0,0,0.045,0,0,0.501,0.503
DUSP3,VRK3,9606.ENSP00000226004,9606.ENSP00000469880,0,0,0,0,0.042,0.095,0.900,0.795,0.979
EGF,TNFRSF1A,9606.ENSP00000265171,9606.ENSP00000162749,0,0,0,0,0,0,0,0.447,0.447
EGF,OSM,9606.ENSP00000265171,9606.ENSP00000215781,0,0,0,0,0,0,0,0.577,0.577
EGF,MAPK1,9606.ENSP00000265171,9606.ENSP00000215832,0,0,0,0,0,0,0,0.789,0.789
EGF,IL2RB,9606.ENSP00000265171,9606.ENSP00000216223,0,0,0,0,0,0,0.650,0.145,0.688
EGF,SOS 2,9606.ENSP00000265171,9606.ENSP00000216373,0,0,0,0,0,0,0,0.632,0.632
EGF,PPP2CB,9606.ENSP00000265171,9606.ENSP00000221138,0,0,0,0,0.054,0,0.400,0.067,0.424
EGF,EPOR,9606.ENSP00000265171,9606.ENSP00000222139,0,0,0,0,0.044,0,0.650,0.271,0.734
EGF,PIK3R2,9606.ENSP00000265171,9606.ENSP00000222254,0,0,0,0,0,0,0,0.579,0.579
EGF,CSF3,9606.ENSP00000265171,9606.ENSP00000225474,0,0,0,0,0,0,0,0.957,0.957
EGF,NFKB1,9606.ENSP00000265171,9606.ENSP00000226574,0,0,0,0,0,0,0,0.591,0.591
EGF,IL2,9606.ENSP00000265171,9606.ENSP00000226730,0,0,0,0,0,0,0,0.814,0.814
EGF,CCND1,9606.ENSP00000265171,9606.ENSP00000227507,0,0,0,0,0,0,0,0.731,0.731
EGF,IL10RA,9606.ENSP00000265171,9606.ENSP00000227752,0,0,0,0,0,0,0.650,0.179,0.700
EGF,IFNG,9606.ENSP00000265171,9606.ENSP00000229135,0,0,0,0,0,0,0,0.781,0.781
EGF,IL4,9606.ENSP00000265171,9606.ENSP00000231449,0,0,0,0,0,0,0,0.667,0.667
EGF,IL5,9606.ENSP00000265171,9606.ENSP00000231454,0,0,0,0,0,0,0,0.576,0.576
EGF,IL9R,9606.ENSP00000265171,9606.ENSP00000244174,0,0,0,0,0,0,0.650,0.082,0.665
EGF,LIF,9606.ENSP00000265171,9606.ENSP00000249075,0,0,0,0,0,0,0,0.692,0.692
EGF,EPO,9606.ENSP00000265171,9606.ENSP00000252723,0,0,0,0,0,0,0,0.533,0.533
EGF,PDGFRA,9606.ENSP00000265171,9606.ENSP00000257290,0,0,0,0,0,0,0.900,0.876,0.987
EGF,CCND2,9606.ENSP00000265171,9606.ENSP00000261254,0,0,0,0,0,0,0,0.411,0.411
EGF,PDGFRB,9606.ENSP00000265171,9606.ENSP00000261799,0,0,0,0,0,0,0.900,0.901,0.989
EGF,IL12RB2,9606.ENSP00000265171,9606.ENSP00000262345,0,0,0,0,0,0,0.650,0.100,0.671
EGF,EP300,9606.ENSP00000265171,9606.ENSP00000263253,0,0,0,0,0,0,0,0.406,0.406
EGF,IL27RA,9606.ENSP00000265171,9606.ENSP00000263379,0,0,0,0,0,0,0.650,0.079,0.663
EGF,IL7,9606.ENSP00000265171,9606.ENSP00000263851,0,0,0,0,0,0,0,0.570,0.570
EGF,STAM2,9606.ENSP00000265171,9606.ENSP00000263904,0,0,0,0,0,0,0.500,0.279,0.624
EGF,PIK3CA,9606.ENSP00000265171,9606.ENSP00000263967,0,0,0,0,0,0,0.400,0.595,0.746
EGF,IL11,9606.ENSP00000265171,9606.ENSP00000264563,0,0,0,0,0,0,0,0.480,0.480
EGF,STAT3,9606.ENSP00000265171,9606.ENSP00000264657,0,0,0,0,0,0,0,0.907,0.907
EGF,CHUK,9606.ENSP00000265171,9606.ENSP00000359424,0,0,0,0,0,0,0,0.404,0.404
EGF,NF1,9606.ENSP00000265171,9606.ENSP00000351015,0,0,0,0,0.051,0,0,0.463,0.469
EGF,IL9,9606.ENSP00000265171,9606.ENSP00000274520,0,0,0,0,0,0,0,0.478,0.478
EGF,PRKCA,9606.ENSP00000265171,9606.ENSP00000408695,0,0,0,0,0,0,0,0.479,0.479
EGF,FASLG,9606.ENSP00000265171,9606.ENSP00000356694,0,0,0,0,0,0,0,0.479,0.479
EGF,STAT5B,9606.ENSP00000265171,9606.ENSP00000293328,0,0,0,0,0,0,0,0.513,0.513
EGF,PRKACA,9606.ENSP00000265171,9606.ENSP00000309591,0,0,0,0,0,0,0,0.552,0.552
EGF,JAK1,9606.ENSP00000265171,9606.ENSP00000499900,0,0,0,0,0,0,0,0.572,0.572
EGF,RAF1,9606.ENSP00000265171,9606.ENSP00000401888,0,0,0,0,0,0,0,0.603,0.603
EGF,IL13,9606.ENSP00000265171,9606.ENSP00000304915,0,0,0,0,0,0,0,0.621,0.621
EGF,IFNA1,9606.ENSP00000265171,9606.ENSP00000276927,0,0,0,0,0,0,0,0.639,0.639
EGF,BRAF,9606.ENSP00000265171,9606.ENSP00000419060,0,0,0,0,0,0,0,0.651,0.651
EGF,RASA1,9606.ENSP00000265171,9606.ENSP00000274376,0,0,0,0,0,0,0,0.651,0.651
EGF,IL22RA2,9606.ENSP00000265171,9606.ENSP00000296980,0,0,0,0,0,0,0.650,0.060,0.656
EGF,IL20RA,9606.ENSP00000265171,9606.ENSP00000314976,0,0,0,0,0.047,0,0.650,0.081,0.666
EGF,IL3,9606.ENSP00000265171,9606.ENSP00000296870,0,0,0,0,0,0,0,0.677,0.677
EGF,IL10RB,9606.ENSP00000265171,9606.ENSP00000290200,0,0,0,0,0,0,0.650,0.125,0.680
EGF,IL15,9606.ENSP00000265171,9606.ENSP00000296545,0,0,0,0,0,0,0,0.685,0.685
EGF,MAP2K1,9606.ENSP00000265171,9606.ENSP00000302486,0,0,0,0,0,0,0,0.686,0.686
EGF,IL5RA,9606.ENSP00000265171,9606.ENSP00000412209,0,0,0,0,0,0,0.650,0.146,0.688
EGF,IL22RA1,9606.ENSP00000265171,9606.ENSP00000270800,0,0,0,0,0,0,0.650,0.145,0.688
EGF,IFNAR1,9606.ENSP00000265171,9606.ENSP00000270139,0,0,0,0,0,0,0.650,0.204,0.709
EGF,IFNGR1,9606.ENSP00000265171,9606.ENSP00000356713,0,0,0,0,0,0,0.650,0.213,0.712
EGF,IL6ST,9606.ENSP00000265171,9606.ENSP00000370698,0,0,0,0,0,0,0.650,0.247,0.725
EGF,PRL,9606.ENSP00000265171,9606.ENSP00000302150,0,0,0,0,0,0,0,0.741,0.741
EGF,FOS,9606.ENSP00000265171,9606.ENSP00000306245,0,0,0,0,0,0,0.400,0.662,0.788
EGF,SOS 1,9606.ENSP00000265171,9606.ENSP00000384675,0,0,0,0,0,0,0.400,0.691,0.806
EGF,CSF1R,9606.ENSP00000265171,9606.ENSP00000286301,0,0,0,0,0,0,0.650,0.484,0.811
EGF,OSMR,9606.ENSP00000265171,9606.ENSP00000274276,0,0,0.208,0,0,0.045,0.650,0.410,0.822
EGF,MYC,9606.ENSP00000265171,9606.ENSP00000478887,0,0,0,0,0,0,0,0.836,0.836
EGF,CSF2,9606.ENSP00000265171,9606.ENSP00000296871,0,0,0,0,0,0,0,0.891,0.891
EGF,GRB2,9606.ENSP00000265171,9606.ENSP00000376345,0,0,0,0,0,0,0.400,0.993,0.995
EGF,EGFR,9606.ENSP00000265171,9606.ENSP00000275493,0,0,0,0,0.128,0.999,0.900,0.999,0.999
EGFR,TNFRSF1A,9606.ENSP00000275493,9606.ENSP00000162749,0,0,0,0,0.042,0.621,0,0.658,0.864
EGFR,OSM,9606.ENSP00000275493,9606.ENSP00000215781,0,0,0,0,0,0,0.650,0.325,0.753
EGFR,MAPK1,9606.ENSP00000275493,9606.ENSP00000215832,0,0,0,0.579,0.047,0.042,0,0.609,0.612
EGFR,SOS 2,9606.ENSP00000275493,9606.ENSP00000216373,0,0,0,0,0.044,0.857,0.900,0.902,0.998
EGFR,PPP2CB,9606.ENSP00000275493,9606.ENSP00000221138,0,0,0,0,0,0.150,0.400,0.147,0.527
EGFR,EPOR,9606.ENSP00000275493,9606.ENSP00000222139,0,0,0,0,0,0,0,0.573,0.573
EGFR,PIK3R2,9606.ENSP00000275493,9606.ENSP00000222254,0,0,0,0,0.044,0.848,0.900,0.623,0.993
EGFR,CSF3,9606.ENSP00000275493,9606.ENSP00000225474,0,0,0,0,0.042,0,0.650,0.610,0.857
EGFR,DUSP3,9606.ENSP00000275493,9606.ENSP00000226004,0,0,0,0,0.042,0.303,0,0.217,0.433
EGFR,NFKB1,9606.ENSP00000275493,9606.ENSP00000226574,0,0,0,0,0.050,0.045,0,0.835,0.837
EGFR,IL2,9606.ENSP00000275493,9606.ENSP00000226730,0,0,0,0,0,0,0.650,0.593,0.851
EGFR,CCND1,9606.ENSP00000275493,9606.ENSP00000227507,0,0,0,0,0.141,0.106,0,0.809,0.841
EGFR,IL23A,9606.ENSP00000275493,9606.ENSP00000228534,0,0,0,0,0,0,0.650,0.076,0.662
EGFR,IFNG,9606.ENSP00000275493,9606.ENSP00000229135,0,0,0,0,0,0,0.650,0.661,0.876
EGFR,IL12B,9606.ENSP00000275493,9606.ENSP00000231228,0,0,0,0,0.076,0,0.650,0.051,0.666
EGFR,IL4,9606.ENSP00000275493,9606.ENSP00000231449,0,0,0,0,0,0,0.650,0.507,0.820
EGFR,IL5,9606.ENSP00000275493,9606.ENSP00000231454,0,0,0,0,0,0,0.650,0.348,0.762
EGFR,DUSP1,9606.ENSP00000275493,9606.ENSP00000239223,0,0,0,0,0.042,0.057,0,0.662,0.668
EGFR,IFNA7,9606.ENSP00000275493,9606.ENSP00000239347,0,0,0,0,0,0,0.650,0.370,0.770
EGFR,LIF,9606.ENSP00000275493,9606.ENSP00000249075,0,0,0,0,0.086,0,0.650,0.325,0.765
EGFR,EPO,9606.ENSP00000275493,9606.ENSP00000252723,0,0,0,0,0.055,0,0.650,0.417,0.790
EGFR,PDGFRA,9606.ENSP00000275493,9606.ENSP00000257290,0,0,0,0.566,0.108,0.663,0.900,0.590,0.986
EGFR,CCND2,9606.ENSP00000275493,9606.ENSP00000261254,0,0,0,0,0,0.045,0,0.626,0.628
EGFR,PDGFRB,9606.ENSP00000275493,9606.ENSP00000261799,0,0,0,0.565,0.093,0.558,0.900,0.971,0.998
EGFR,CREBBP,9606.ENSP00000275493,9606.ENSP00000262367,0,0,0,0,0.042,0.071,0,0.642,0.653
EGFR,PIK3R3,9606.ENSP00000275493,9606.ENSP00000262741,0,0,0,0,0,0.810,0.900,0.554,0.990
EGFR,MAP2K2,9606.ENSP00000275493,9606.ENSP00000262948,0,0,0,0.593,0.042,0.181,0,0.520,0.591
EGFR,EP300,9606.ENSP00000275493,9606.ENSP00000263253,0,0,0,0,0.042,0.189,0,0.512,0.588
EGFR,IL7,9606.ENSP00000275493,9606.ENSP00000263851,0,0,0,0,0,0,0.650,0.349,0.762
EGFR,STAM2,9606.ENSP00000275493,9606.ENSP00000263904,0,0,0,0,0.042,0.611,0.500,0.330,0.858
EGFR,PIK3CA,9606.ENSP00000275493,9606.ENSP00000263967,0,0,0,0,0,0.790,0.900,0.976,0.999
EGFR,IL11,9606.ENSP00000275493,9606.ENSP00000264563,0,0,0,0,0,0,0.650,0.639,0.868
EGFR,STAT3,9606.ENSP00000275493,9606.ENSP00000264657,0,0,0,0,0.042,0.925,0,0.985,0.998
EGFR,EGF,9606.ENSP00000275493,9606.ENSP00000265171,0,0,0,0,0.128,0.999,0.900,0.999,0.999
EGFR,OSMR,9606.ENSP00000275493,9606.ENSP00000274276,0,0,0,0,0.149,0.292,0,0.520,0.685
EGFR,RASA1,9606.ENSP00000275493,9606.ENSP00000274376,0,0,0,0,0.042,0.716,0,0.901,0.970
EGFR,IL9,9606.ENSP00000275493,9606.ENSP00000274520,0,0,0,0,0,0,0.650,0.246,0.724
EGFR,CHUK,9606.ENSP00000275493,9606.ENSP00000359424,0,0,0,0,0.042,0.091,0,0.452,0.481
EGFR,MAP4K4,9606.ENSP00000275493,9606.ENSP00000343658,0,0,0,0.548,0.042,0.106,0,0.452,0.490
EGFR,IFNGR1,9606.ENSP00000275493,9606.ENSP00000356713,0,0,0,0,0,0,0,0.504,0.504
